Name,Вид,Встречается в парке,Исполтитель,Пол,Произведения,Саундтреки,Тип
Памела «П. Л.» Трэверс ,Человек,EPCOT (%D0%9F%D0%B0%D1%80%D0%BA%D0%B8/%D0%91%D0%B0%D0%B7%D0%B0%20%D1%82%D0%B5%D0%BC%D0%B0%D1%82%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B8%D1%85%20%D0%BF%D0%B0%D1%80%D0%BA%D0%BE%D0%B2/EPCOT%2029dc10ae8c7580158333d8928f7165ba.md),"Эмма Томпсон (%D0%98%D1%81%D0%BF%D0%BE%D0%BB%D0%BD%D0%B8%D1%82%D0%B5%D0%BB%D0%B8/%D0%9B%D1%8E%D0%B4%D0%B8,%20%D0%BE%D0%B7%D0%B2%D1%83%D1%87%D0%B8%D0%B2%D0%B0%D1%8E%D1%89%D0%B8%D0%B5%20%D0%B8%20%D0%B8%D0%B3%D1%80%D0%B0%D1%8E%D1%89%D0%B8%D0%B5%20%D0%BF%D0%B5%D1%80%D1%81%D0%BE%D0%BD%D0%B0%D0%B6%D0%B5%D0%B9/%D0%AD%D0%BC%D0%BC%D0%B0%20%D0%A2%D0%BE%D0%BC%D0%BF%D1%81%D0%BE%D0%BD%2029ac10ae8c758068a8c2ddd369d0bc25.md)",Ж,"Спасти мистера Бэнкса (%D0%9F%D1%80%D0%BE%D0%B8%D0%B7%D0%B2%D0%B5%D0%B4%D0%B5%D0%BD%D0%B8%D1%8F/%D0%91%D0%B0%D0%B7%D0%B0%20%D0%BC%D1%83%D0%BB%D1%8C%D1%82%D1%84%D0%B8%D0%BB%D1%8C%D0%BC%D0%BE%D0%B2,%20%D1%84%D0%B8%D0%BB%D1%8C%D0%BC%D0%BE%D0%B2%20%D0%B8%20%D1%80%D0%B5%D0%BC%D0%B5%D0%B9%D0%BA%D0%BE%D0%B2/%D0%A1%D0%BF%D0%B0%D1%81%D1%82%D0%B8%20%D0%BC%D0%B8%D1%81%D1%82%D0%B5%D1%80%D0%B0%20%D0%91%D1%8D%D0%BD%D0%BA%D1%81%D0%B0%20296c10ae8c7580248a02dd084c5df0bf.md)",,Герой
Уолт Дисней,Человек,EPCOT (%D0%9F%D0%B0%D1%80%D0%BA%D0%B8/%D0%91%D0%B0%D0%B7%D0%B0%20%D1%82%D0%B5%D0%BC%D0%B0%D1%82%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B8%D1%85%20%D0%BF%D0%B0%D1%80%D0%BA%D0%BE%D0%B2/EPCOT%2029dc10ae8c7580158333d8928f7165ba.md),"Том Хэнкс (%D0%98%D1%81%D0%BF%D0%BE%D0%BB%D0%BD%D0%B8%D1%82%D0%B5%D0%BB%D0%B8/%D0%9B%D1%8E%D0%B4%D0%B8,%20%D0%BE%D0%B7%D0%B2%D1%83%D1%87%D0%B8%D0%B2%D0%B0%D1%8E%D1%89%D0%B8%D0%B5%20%D0%B8%20%D0%B8%D0%B3%D1%80%D0%B0%D1%8E%D1%89%D0%B8%D0%B5%20%D0%BF%D0%B5%D1%80%D1%81%D0%BE%D0%BD%D0%B0%D0%B6%D0%B5%D0%B9/%D0%A2%D0%BE%D0%BC%20%D0%A5%D1%8D%D0%BD%D0%BA%D1%81%20299c10ae8c758002a9d9c7922eb6be19.md)",М,"Спасти мистера Бэнкса (%D0%9F%D1%80%D0%BE%D0%B8%D0%B7%D0%B2%D0%B5%D0%B4%D0%B5%D0%BD%D0%B8%D1%8F/%D0%91%D0%B0%D0%B7%D0%B0%20%D0%BC%D1%83%D0%BB%D1%8C%D1%82%D1%84%D0%B8%D0%BB%D1%8C%D0%BC%D0%BE%D0%B2,%20%D1%84%D0%B8%D0%BB%D1%8C%D0%BC%D0%BE%D0%B2%20%D0%B8%20%D1%80%D0%B5%D0%BC%D0%B5%D0%B9%D0%BA%D0%BE%D0%B2/%D0%A1%D0%BF%D0%B0%D1%81%D1%82%D0%B8%20%D0%BC%D0%B8%D1%81%D1%82%D0%B5%D1%80%D0%B0%20%D0%91%D1%8D%D0%BD%D0%BA%D1%81%D0%B0%20296c10ae8c7580248a02dd084c5df0bf.md)",,Герой
Ральф,Человек,EPCOT (%D0%9F%D0%B0%D1%80%D0%BA%D0%B8/%D0%91%D0%B0%D0%B7%D0%B0%20%D1%82%D0%B5%D0%BC%D0%B0%D1%82%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B8%D1%85%20%D0%BF%D0%B0%D1%80%D0%BA%D0%BE%D0%B2/EPCOT%2029dc10ae8c7580158333d8928f7165ba.md),"Пол Джаматти (%D0%98%D1%81%D0%BF%D0%BE%D0%BB%D0%BD%D0%B8%D1%82%D0%B5%D0%BB%D0%B8/%D0%9B%D1%8E%D0%B4%D0%B8,%20%D0%BE%D0%B7%D0%B2%D1%83%D1%87%D0%B8%D0%B2%D0%B0%D1%8E%D1%89%D0%B8%D0%B5%20%D0%B8%20%D0%B8%D0%B3%D1%80%D0%B0%D1%8E%D1%89%D0%B8%D0%B5%20%D0%BF%D0%B5%D1%80%D1%81%D0%BE%D0%BD%D0%B0%D0%B6%D0%B5%D0%B9/%D0%9F%D0%BE%D0%BB%20%D0%94%D0%B6%D0%B0%D0%BC%D0%B0%D1%82%D1%82%D0%B8%2029ac10ae8c758056a1f0fae7fd93222c.md)",М,"Спасти мистера Бэнкса (%D0%9F%D1%80%D0%BE%D0%B8%D0%B7%D0%B2%D0%B5%D0%B4%D0%B5%D0%BD%D0%B8%D1%8F/%D0%91%D0%B0%D0%B7%D0%B0%20%D0%BC%D1%83%D0%BB%D1%8C%D1%82%D1%84%D0%B8%D0%BB%D1%8C%D0%BC%D0%BE%D0%B2,%20%D1%84%D0%B8%D0%BB%D1%8C%D0%BC%D0%BE%D0%B2%20%D0%B8%20%D1%80%D0%B5%D0%BC%D0%B5%D0%B9%D0%BA%D0%BE%D0%B2/%D0%A1%D0%BF%D0%B0%D1%81%D1%82%D0%B8%20%D0%BC%D0%B8%D1%81%D1%82%D0%B5%D1%80%D0%B0%20%D0%91%D1%8D%D0%BD%D0%BA%D1%81%D0%B0%20296c10ae8c7580248a02dd084c5df0bf.md)",,Второстепенный
Принцесса Белль,Человек,Tokyo Disneyland (%D0%9F%D0%B0%D1%80%D0%BA%D0%B8/%D0%91%D0%B0%D0%B7%D0%B0%20%D1%82%D0%B5%D0%BC%D0%B0%D1%82%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B8%D1%85%20%D0%BF%D0%B0%D1%80%D0%BA%D0%BE%D0%B2/Tokyo%20Disneyland%2029dc10ae8c75801dbc4afaa11fbf08c6.md),"Эмма Уотсон (%D0%98%D1%81%D0%BF%D0%BE%D0%BB%D0%BD%D0%B8%D1%82%D0%B5%D0%BB%D0%B8/%D0%9B%D1%8E%D0%B4%D0%B8,%20%D0%BE%D0%B7%D0%B2%D1%83%D1%87%D0%B8%D0%B2%D0%B0%D1%8E%D1%89%D0%B8%D0%B5%20%D0%B8%20%D0%B8%D0%B3%D1%80%D0%B0%D1%8E%D1%89%D0%B8%D0%B5%20%D0%BF%D0%B5%D1%80%D1%81%D0%BE%D0%BD%D0%B0%D0%B6%D0%B5%D0%B9/%D0%AD%D0%BC%D0%BC%D0%B0%20%D0%A3%D0%BE%D1%82%D1%81%D0%BE%D0%BD%2029ac10ae8c7580118faad720b2ea9c85.md)",Ж,"Красавица и чудовище: Пробуждение чувств (%D0%9F%D1%80%D0%BE%D0%B8%D0%B7%D0%B2%D0%B5%D0%B4%D0%B5%D0%BD%D0%B8%D1%8F/%D0%91%D0%B0%D0%B7%D0%B0%20%D0%BC%D1%83%D0%BB%D1%8C%D1%82%D1%84%D0%B8%D0%BB%D1%8C%D0%BC%D0%BE%D0%B2,%20%D1%84%D0%B8%D0%BB%D1%8C%D0%BC%D0%BE%D0%B2%20%D0%B8%20%D1%80%D0%B5%D0%BC%D0%B5%D0%B9%D0%BA%D0%BE%D0%B2/%D0%9A%D1%80%D0%B0%D1%81%D0%B0%D0%B2%D0%B8%D1%86%D0%B0%20%D0%B8%20%D1%87%D1%83%D0%B4%D0%BE%D0%B2%D0%B8%D1%89%D0%B5%20%D0%9F%D1%80%D0%BE%D0%B1%D1%83%D0%B6%D0%B4%D0%B5%D0%BD%D0%B8%D0%B5%20%D1%87%D1%83%D0%B2%D1%81%D1%82%D0%B2%20296c10ae8c758041bfb3d4232f2c69f9.md)","Something There (Version 2017) (%D0%A1%D0%B0%D1%83%D0%BD%D0%B4%D1%82%D1%80%D0%B5%D0%BA%D0%B8/%D0%9F%D0%B5%D1%81%D0%BD%D0%B8%20%D0%B8%D0%B7%20%D0%BC%D1%83%D0%BB%D1%8C%D1%82%D1%84%D0%B8%D0%BB%D1%8C%D0%BC%D0%BE%D0%B2,%20%D1%84%D0%B8%D0%BB%D1%8C%D0%BC%D0%BE%D0%B2%20%D0%B8%20%D1%80%D0%B5%D0%BC%D0%B5%D0%B9%D0%BA%D0%BE%D0%B2/Something%20There%20(Version%202017)%2029dc10ae8c7580a4a23af934c9cb48d3.md)",Герой
Принц Адам,Монстр / Человек,Tokyo Disneyland (%D0%9F%D0%B0%D1%80%D0%BA%D0%B8/%D0%91%D0%B0%D0%B7%D0%B0%20%D1%82%D0%B5%D0%BC%D0%B0%D1%82%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B8%D1%85%20%D0%BF%D0%B0%D1%80%D0%BA%D0%BE%D0%B2/Tokyo%20Disneyland%2029dc10ae8c75801dbc4afaa11fbf08c6.md),"Дэн Стивенс (%D0%98%D1%81%D0%BF%D0%BE%D0%BB%D0%BD%D0%B8%D1%82%D0%B5%D0%BB%D0%B8/%D0%9B%D1%8E%D0%B4%D0%B8,%20%D0%BE%D0%B7%D0%B2%D1%83%D1%87%D0%B8%D0%B2%D0%B0%D1%8E%D1%89%D0%B8%D0%B5%20%D0%B8%20%D0%B8%D0%B3%D1%80%D0%B0%D1%8E%D1%89%D0%B8%D0%B5%20%D0%BF%D0%B5%D1%80%D1%81%D0%BE%D0%BD%D0%B0%D0%B6%D0%B5%D0%B9/%D0%94%D1%8D%D0%BD%20%D0%A1%D1%82%D0%B8%D0%B2%D0%B5%D0%BD%D1%81%2029ac10ae8c7580fb942ed155944715f4.md)",М,"Красавица и чудовище: Пробуждение чувств (%D0%9F%D1%80%D0%BE%D0%B8%D0%B7%D0%B2%D0%B5%D0%B4%D0%B5%D0%BD%D0%B8%D1%8F/%D0%91%D0%B0%D0%B7%D0%B0%20%D0%BC%D1%83%D0%BB%D1%8C%D1%82%D1%84%D0%B8%D0%BB%D1%8C%D0%BC%D0%BE%D0%B2,%20%D1%84%D0%B8%D0%BB%D1%8C%D0%BC%D0%BE%D0%B2%20%D0%B8%20%D1%80%D0%B5%D0%BC%D0%B5%D0%B9%D0%BA%D0%BE%D0%B2/%D0%9A%D1%80%D0%B0%D1%81%D0%B0%D0%B2%D0%B8%D1%86%D0%B0%20%D0%B8%20%D1%87%D1%83%D0%B4%D0%BE%D0%B2%D0%B8%D1%89%D0%B5%20%D0%9F%D1%80%D0%BE%D0%B1%D1%83%D0%B6%D0%B4%D0%B5%D0%BD%D0%B8%D0%B5%20%D1%87%D1%83%D0%B2%D1%81%D1%82%D0%B2%20296c10ae8c758041bfb3d4232f2c69f9.md)","Something There (Version 2017) (%D0%A1%D0%B0%D1%83%D0%BD%D0%B4%D1%82%D1%80%D0%B5%D0%BA%D0%B8/%D0%9F%D0%B5%D1%81%D0%BD%D0%B8%20%D0%B8%D0%B7%20%D0%BC%D1%83%D0%BB%D1%8C%D1%82%D1%84%D0%B8%D0%BB%D1%8C%D0%BC%D0%BE%D0%B2,%20%D1%84%D0%B8%D0%BB%D1%8C%D0%BC%D0%BE%D0%B2%20%D0%B8%20%D1%80%D0%B5%D0%BC%D0%B5%D0%B9%D0%BA%D0%BE%D0%B2/Something%20There%20(Version%202017)%2029dc10ae8c7580a4a23af934c9cb48d3.md)",Герой
Охотник Гастон,Человек,Tokyo Disneyland (%D0%9F%D0%B0%D1%80%D0%BA%D0%B8/%D0%91%D0%B0%D0%B7%D0%B0%20%D1%82%D0%B5%D0%BC%D0%B0%D1%82%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B8%D1%85%20%D0%BF%D0%B0%D1%80%D0%BA%D0%BE%D0%B2/Tokyo%20Disneyland%2029dc10ae8c75801dbc4afaa11fbf08c6.md),"Люк Эванс (%D0%98%D1%81%D0%BF%D0%BE%D0%BB%D0%BD%D0%B8%D1%82%D0%B5%D0%BB%D0%B8/%D0%9B%D1%8E%D0%B4%D0%B8,%20%D0%BE%D0%B7%D0%B2%D1%83%D1%87%D0%B8%D0%B2%D0%B0%D1%8E%D1%89%D0%B8%D0%B5%20%D0%B8%20%D0%B8%D0%B3%D1%80%D0%B0%D1%8E%D1%89%D0%B8%D0%B5%20%D0%BF%D0%B5%D1%80%D1%81%D0%BE%D0%BD%D0%B0%D0%B6%D0%B5%D0%B9/%D0%9B%D1%8E%D0%BA%20%D0%AD%D0%B2%D0%B0%D0%BD%D1%81%2029ac10ae8c75806d8d12ec131909c1c6.md)",М,"Красавица и чудовище: Пробуждение чувств (%D0%9F%D1%80%D0%BE%D0%B8%D0%B7%D0%B2%D0%B5%D0%B4%D0%B5%D0%BD%D0%B8%D1%8F/%D0%91%D0%B0%D0%B7%D0%B0%20%D0%BC%D1%83%D0%BB%D1%8C%D1%82%D1%84%D0%B8%D0%BB%D1%8C%D0%BC%D0%BE%D0%B2,%20%D1%84%D0%B8%D0%BB%D1%8C%D0%BC%D0%BE%D0%B2%20%D0%B8%20%D1%80%D0%B5%D0%BC%D0%B5%D0%B9%D0%BA%D0%BE%D0%B2/%D0%9A%D1%80%D0%B0%D1%81%D0%B0%D0%B2%D0%B8%D1%86%D0%B0%20%D0%B8%20%D1%87%D1%83%D0%B4%D0%BE%D0%B2%D0%B8%D1%89%D0%B5%20%D0%9F%D1%80%D0%BE%D0%B1%D1%83%D0%B6%D0%B4%D0%B5%D0%BD%D0%B8%D0%B5%20%D1%87%D1%83%D0%B2%D1%81%D1%82%D0%B2%20296c10ae8c758041bfb3d4232f2c69f9.md)","Gaston (%D0%A1%D0%B0%D1%83%D0%BD%D0%B4%D1%82%D1%80%D0%B5%D0%BA%D0%B8/%D0%9F%D0%B5%D1%81%D0%BD%D0%B8%20%D0%B8%D0%B7%20%D0%BC%D1%83%D0%BB%D1%8C%D1%82%D1%84%D0%B8%D0%BB%D1%8C%D0%BC%D0%BE%D0%B2,%20%D1%84%D0%B8%D0%BB%D1%8C%D0%BC%D0%BE%D0%B2%20%D0%B8%20%D1%80%D0%B5%D0%BC%D0%B5%D0%B9%D0%BA%D0%BE%D0%B2/Gaston%2029dc10ae8c7580b3aea8fb765b7922a9.md)",Злодей
ЛеФу,Человек,Tokyo Disneyland (%D0%9F%D0%B0%D1%80%D0%BA%D0%B8/%D0%91%D0%B0%D0%B7%D0%B0%20%D1%82%D0%B5%D0%BC%D0%B0%D1%82%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B8%D1%85%20%D0%BF%D0%B0%D1%80%D0%BA%D0%BE%D0%B2/Tokyo%20Disneyland%2029dc10ae8c75801dbc4afaa11fbf08c6.md),"Джош Гэд (%D0%98%D1%81%D0%BF%D0%BE%D0%BB%D0%BD%D0%B8%D1%82%D0%B5%D0%BB%D0%B8/%D0%9B%D1%8E%D0%B4%D0%B8,%20%D0%BE%D0%B7%D0%B2%D1%83%D1%87%D0%B8%D0%B2%D0%B0%D1%8E%D1%89%D0%B8%D0%B5%20%D0%B8%20%D0%B8%D0%B3%D1%80%D0%B0%D1%8E%D1%89%D0%B8%D0%B5%20%D0%BF%D0%B5%D1%80%D1%81%D0%BE%D0%BD%D0%B0%D0%B6%D0%B5%D0%B9/%D0%94%D0%B6%D0%BE%D1%88%20%D0%93%D1%8D%D0%B4%20299c10ae8c75801bb5a3c6e2ee70eb9a.md)",М,"Красавица и чудовище: Пробуждение чувств (%D0%9F%D1%80%D0%BE%D0%B8%D0%B7%D0%B2%D0%B5%D0%B4%D0%B5%D0%BD%D0%B8%D1%8F/%D0%91%D0%B0%D0%B7%D0%B0%20%D0%BC%D1%83%D0%BB%D1%8C%D1%82%D1%84%D0%B8%D0%BB%D1%8C%D0%BC%D0%BE%D0%B2,%20%D1%84%D0%B8%D0%BB%D1%8C%D0%BC%D0%BE%D0%B2%20%D0%B8%20%D1%80%D0%B5%D0%BC%D0%B5%D0%B9%D0%BA%D0%BE%D0%B2/%D0%9A%D1%80%D0%B0%D1%81%D0%B0%D0%B2%D0%B8%D1%86%D0%B0%20%D0%B8%20%D1%87%D1%83%D0%B4%D0%BE%D0%B2%D0%B8%D1%89%D0%B5%20%D0%9F%D1%80%D0%BE%D0%B1%D1%83%D0%B6%D0%B4%D0%B5%D0%BD%D0%B8%D0%B5%20%D1%87%D1%83%D0%B2%D1%81%D1%82%D0%B2%20296c10ae8c758041bfb3d4232f2c69f9.md)","Gaston (%D0%A1%D0%B0%D1%83%D0%BD%D0%B4%D1%82%D1%80%D0%B5%D0%BA%D0%B8/%D0%9F%D0%B5%D1%81%D0%BD%D0%B8%20%D0%B8%D0%B7%20%D0%BC%D1%83%D0%BB%D1%8C%D1%82%D1%84%D0%B8%D0%BB%D1%8C%D0%BC%D0%BE%D0%B2,%20%D1%84%D0%B8%D0%BB%D1%8C%D0%BC%D0%BE%D0%B2%20%D0%B8%20%D1%80%D0%B5%D0%BC%D0%B5%D0%B9%D0%BA%D0%BE%D0%B2/Gaston%2029dc10ae8c7580b3aea8fb765b7922a9.md)",Второстепенный
Львенок Симба,Животное,Disney's Animal Kingdom (%D0%9F%D0%B0%D1%80%D0%BA%D0%B8/%D0%91%D0%B0%D0%B7%D0%B0%20%D1%82%D0%B5%D0%BC%D0%B0%D1%82%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B8%D1%85%20%D0%BF%D0%B0%D1%80%D0%BA%D0%BE%D0%B2/Disney's%20Animal%20Kingdom%2029dc10ae8c7580e88288f93726caed9b.md),"Джей Ди МакКрэри (%D0%98%D1%81%D0%BF%D0%BE%D0%BB%D0%BD%D0%B8%D1%82%D0%B5%D0%BB%D0%B8/%D0%9B%D1%8E%D0%B4%D0%B8,%20%D0%BE%D0%B7%D0%B2%D1%83%D1%87%D0%B8%D0%B2%D0%B0%D1%8E%D1%89%D0%B8%D0%B5%20%D0%B8%20%D0%B8%D0%B3%D1%80%D0%B0%D1%8E%D1%89%D0%B8%D0%B5%20%D0%BF%D0%B5%D1%80%D1%81%D0%BE%D0%BD%D0%B0%D0%B6%D0%B5%D0%B9/%D0%94%D0%B6%D0%B5%D0%B9%20%D0%94%D0%B8%20%D0%9C%D0%B0%D0%BA%D0%9A%D1%80%D1%8D%D1%80%D0%B8%2029ac10ae8c7580629535de9e84f2cb29.md)",М,"Король Лев: Новая глава (%D0%9F%D1%80%D0%BE%D0%B8%D0%B7%D0%B2%D0%B5%D0%B4%D0%B5%D0%BD%D0%B8%D1%8F/%D0%91%D0%B0%D0%B7%D0%B0%20%D0%BC%D1%83%D0%BB%D1%8C%D1%82%D1%84%D0%B8%D0%BB%D1%8C%D0%BC%D0%BE%D0%B2,%20%D1%84%D0%B8%D0%BB%D1%8C%D0%BC%D0%BE%D0%B2%20%D0%B8%20%D1%80%D0%B5%D0%BC%D0%B5%D0%B9%D0%BA%D0%BE%D0%B2/%D0%9A%D0%BE%D1%80%D0%BE%D0%BB%D1%8C%20%D0%9B%D0%B5%D0%B2%20%D0%9D%D0%BE%D0%B2%D0%B0%D1%8F%20%D0%B3%D0%BB%D0%B0%D0%B2%D0%B0%20296c10ae8c7580e7b30bd02fdbd1da0d.md)"," Can You Feel the Love Tonight (Version 2019)  (%D0%A1%D0%B0%D1%83%D0%BD%D0%B4%D1%82%D1%80%D0%B5%D0%BA%D0%B8/%D0%9F%D0%B5%D1%81%D0%BD%D0%B8%20%D0%B8%D0%B7%20%D0%BC%D1%83%D0%BB%D1%8C%D1%82%D1%84%D0%B8%D0%BB%D1%8C%D0%BC%D0%BE%D0%B2,%20%D1%84%D0%B8%D0%BB%D1%8C%D0%BC%D0%BE%D0%B2%20%D0%B8%20%D1%80%D0%B5%D0%BC%D0%B5%D0%B9%D0%BA%D0%BE%D0%B2/Can%20You%20Feel%20the%20Love%20Tonight%20(Version%202019)%2029dc10ae8c7580509740d5819fb51321.md)",Герой
Зазу,Животное,Disney's Animal Kingdom (%D0%9F%D0%B0%D1%80%D0%BA%D0%B8/%D0%91%D0%B0%D0%B7%D0%B0%20%D1%82%D0%B5%D0%BC%D0%B0%D1%82%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B8%D1%85%20%D0%BF%D0%B0%D1%80%D0%BA%D0%BE%D0%B2/Disney's%20Animal%20Kingdom%2029dc10ae8c7580e88288f93726caed9b.md),"Джон Оливер (%D0%98%D1%81%D0%BF%D0%BE%D0%BB%D0%BD%D0%B8%D1%82%D0%B5%D0%BB%D0%B8/%D0%9B%D1%8E%D0%B4%D0%B8,%20%D0%BE%D0%B7%D0%B2%D1%83%D1%87%D0%B8%D0%B2%D0%B0%D1%8E%D1%89%D0%B8%D0%B5%20%D0%B8%20%D0%B8%D0%B3%D1%80%D0%B0%D1%8E%D1%89%D0%B8%D0%B5%20%D0%BF%D0%B5%D1%80%D1%81%D0%BE%D0%BD%D0%B0%D0%B6%D0%B5%D0%B9/%D0%94%D0%B6%D0%BE%D0%BD%20%D0%9E%D0%BB%D0%B8%D0%B2%D0%B5%D1%80%2029ac10ae8c7580d09924dd6f329d67fd.md)",М,"Король Лев: Новая глава (%D0%9F%D1%80%D0%BE%D0%B8%D0%B7%D0%B2%D0%B5%D0%B4%D0%B5%D0%BD%D0%B8%D1%8F/%D0%91%D0%B0%D0%B7%D0%B0%20%D0%BC%D1%83%D0%BB%D1%8C%D1%82%D1%84%D0%B8%D0%BB%D1%8C%D0%BC%D0%BE%D0%B2,%20%D1%84%D0%B8%D0%BB%D1%8C%D0%BC%D0%BE%D0%B2%20%D0%B8%20%D1%80%D0%B5%D0%BC%D0%B5%D0%B9%D0%BA%D0%BE%D0%B2/%D0%9A%D0%BE%D1%80%D0%BE%D0%BB%D1%8C%20%D0%9B%D0%B5%D0%B2%20%D0%9D%D0%BE%D0%B2%D0%B0%D1%8F%20%D0%B3%D0%BB%D0%B0%D0%B2%D0%B0%20296c10ae8c7580e7b30bd02fdbd1da0d.md)",,Второстепенный
Лев Шрам,Животное,Disney's Animal Kingdom (%D0%9F%D0%B0%D1%80%D0%BA%D0%B8/%D0%91%D0%B0%D0%B7%D0%B0%20%D1%82%D0%B5%D0%BC%D0%B0%D1%82%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B8%D1%85%20%D0%BF%D0%B0%D1%80%D0%BA%D0%BE%D0%B2/Disney's%20Animal%20Kingdom%2029dc10ae8c7580e88288f93726caed9b.md),"Чиветел Эджиофор (%D0%98%D1%81%D0%BF%D0%BE%D0%BB%D0%BD%D0%B8%D1%82%D0%B5%D0%BB%D0%B8/%D0%9B%D1%8E%D0%B4%D0%B8,%20%D0%BE%D0%B7%D0%B2%D1%83%D1%87%D0%B8%D0%B2%D0%B0%D1%8E%D1%89%D0%B8%D0%B5%20%D0%B8%20%D0%B8%D0%B3%D1%80%D0%B0%D1%8E%D1%89%D0%B8%D0%B5%20%D0%BF%D0%B5%D1%80%D1%81%D0%BE%D0%BD%D0%B0%D0%B6%D0%B5%D0%B9/%D0%A7%D0%B8%D0%B2%D0%B5%D1%82%D0%B5%D0%BB%20%D0%AD%D0%B4%D0%B6%D0%B8%D0%BE%D1%84%D0%BE%D1%80%2029ac10ae8c758078857ae9c19e262494.md)",М,"Король Лев: Новая глава (%D0%9F%D1%80%D0%BE%D0%B8%D0%B7%D0%B2%D0%B5%D0%B4%D0%B5%D0%BD%D0%B8%D1%8F/%D0%91%D0%B0%D0%B7%D0%B0%20%D0%BC%D1%83%D0%BB%D1%8C%D1%82%D1%84%D0%B8%D0%BB%D1%8C%D0%BC%D0%BE%D0%B2,%20%D1%84%D0%B8%D0%BB%D1%8C%D0%BC%D0%BE%D0%B2%20%D0%B8%20%D1%80%D0%B5%D0%BC%D0%B5%D0%B9%D0%BA%D0%BE%D0%B2/%D0%9A%D0%BE%D1%80%D0%BE%D0%BB%D1%8C%20%D0%9B%D0%B5%D0%B2%20%D0%9D%D0%BE%D0%B2%D0%B0%D1%8F%20%D0%B3%D0%BB%D0%B0%D0%B2%D0%B0%20296c10ae8c7580e7b30bd02fdbd1da0d.md)","Be Prepared (Version 2019) (%D0%A1%D0%B0%D1%83%D0%BD%D0%B4%D1%82%D1%80%D0%B5%D0%BA%D0%B8/%D0%9F%D0%B5%D1%81%D0%BD%D0%B8%20%D0%B8%D0%B7%20%D0%BC%D1%83%D0%BB%D1%8C%D1%82%D1%84%D0%B8%D0%BB%D1%8C%D0%BC%D0%BE%D0%B2,%20%D1%84%D0%B8%D0%BB%D1%8C%D0%BC%D0%BE%D0%B2%20%D0%B8%20%D1%80%D0%B5%D0%BC%D0%B5%D0%B9%D0%BA%D0%BE%D0%B2/Be%20Prepared%20(Version%202019)%2029dc10ae8c7580a5bf08d55bd1cc6fb5.md)",Злодей
